"วันที่ลงบันทึก","เลขที่","ชื่อ","ที่อยู่","ยอดเงิน"
"2017-12-04","CT6012030","บริษัท เจนเนอรัล พาท ดิสทริบิวชัน จำกัด","395/13 ม.3 ","25,200.21"
"2017-12-04","CT6012029","บริษัท อรรถธนา เทรดดิ้ง จำกัด","981/180 ถนนบางขุนเทียน-ชายทะเล","6,621.80"
"2017-12-04","CT6012028","บริษัท เจนเนอรัล พาท ดิสทริบิวชัน จำกัด","395/13 ม.3 ","14,073.92"
"2017-12-04","CT6012020","หจก. อมร อิควิปเม้นท์","84/1 หมู่ที่ 4","6,997.80"
"2017-12-04","CT6012019","บริษัท บิ๊กล็อต โฮมโปรดักส์ จำกัด","399/7 หมู่ที่ 2 ซอยบ้านหนองตุ","27,516.12"
"2017-12-02","IV60120013","ร้าน สมปองไฟฟ้า","2/3-4 ถ.ประชาวิถี","3,800.00"
"2017-12-02","IV60120012","ร้าน อุดมการไฟฟ้า","เลขที่ 248/44 ม.1","6,250.00"
"2017-12-02","IV60120011","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","11,140.00"
"2017-12-02","IV60120009","หจก. 76การไฟฟ้า","115/5-6 ม.8","7,440.00"
"2017-12-02","IV60120008","ร้าน ดอนไชยการไฟฟ้า","83/4 ม.7 ","10,570.00"
"2017-12-02","IV60120010","ร้าน พงษ์สิทธิ์ เทคนิคอล","207/48 ม.2","12,204.00"
"2017-12-01","IV60120007","ร้าน อังกูรการไฟฟ้า","63 ม.13","21,555.00"
"2017-12-01","IV60120006","ร้าน ส.กาญจนาการไฟฟ้า","235/1 ม.6","3,400.00"
"2017-12-01","IV60120005","หจก. ฮัวฮะการไฟฟ้าบุรีรัมย์","48 ถ.สุนทรเทพ","67,025.00"
"2017-12-01","IV60120003","ร้าน คงสิริการไฟฟ้า","59 ถ.จอมพล","15,840.00"
"2017-12-01","IV60120002","ร้าน วุฒิชัยการไฟฟ้า","26/3 ม.10 ถ.โคก","49,225.00"
"2017-12-01","IV60120001","ร้าน จักรพันธ์ตรังไฟฟ้า","22-24 ถ.กันตรัง","16,280.00"
"2017-12-01","IV60120004","ร้าน อาร์ เอส อีเลคโทรนิคส์","99/2 ม.4","33,570.00"
"2017-11-30","IV60110397","ร้าน แสงแก๊ส","517 ถ.โกสีย์ หมู่ 3","95,060.00"
"2017-11-30","IV60110395","ร้าน อาร์.พีเทคโนโลยีซัพพลาย","96/23 หมู่.8","7,500.00"
"2017-11-30","IV60110394","หจก. ที.ไอ อิเล็คทริค","177/32 หมู่ 2","45,790.00"
"2017-11-30","IV60110392","หจก. คงสิน ซูเปอร์มาร์ท","164/13-14 ถ.โนนสูง-มิตรภาพ","9,120.00"
"2017-11-30","IV60110390","ร้าน เลิศพานิช","156/4 ม.1","18,780.00"
"2017-11-30","IV60110389","ร้าน ไพศาลการไฟฟ้า","37/1 ถ.บำรุงบุรี","23,500.00"
"2017-11-30","IV60110388","หจก. สัจพรการไฟฟ้า","126 ม.8 ถ.ชยางกูร ","6,925.00"
"2017-11-30","IV60110387","ร้าน ปทุมราชเทคนิค","16 ม.3","5,760.00"
"2017-11-30","IV60110386","ร้าน ชุมแสงการไฟฟ้า","93/18 หมู่.1","3,850.00"
"2017-11-30","IV60110385","ร้าน ชุมแสงการไฟฟ้า","93/18 หมู่.1","3,960.00"
"2017-11-30","IV60110384","บริษัท มัลติ อิเล็คทริค จำกัด","66/105-106 หมู่ 4","6,435.00"
"2017-11-30","IV60110383","ร้าน กำแพงทองการไฟฟ้า","206/10 ม.4","39,610.00"
"2017-11-30","IV60110382","ร้าน ชาญการไฟฟ้า","72-73 ม.15","18,338.00"
"2017-11-30","IV60110402","นิติบุคคลหมู่บ้านบุราสิริ สนามบินนำ       ","134/310 ถ.นนทบุรี ","9,823.00"
"2017-11-30","IV60110401","บริษัท วีโปร ซับพลาย จำกัด","28/9-12 ม.4 ถ.ราชพฤกษ์","51,500.00"
"2017-11-30","IV60110400","ร้าน รุ่งแสงการไฟฟ้า","337/3 ถ.แสงซูโต","13,733.00"
"2017-11-30","IV60110399","ร้าน ลักษิกา พลาสติก"," 144/413 ม.6","69,300.00"
"2017-11-30","IV60110398","บริษัท ที เค โฮมเพ้นท์ แอนด์ฮาร์ดแวร์ จำกัด","208/2,208/3 ถ.3079 ม.8","8,880.00"
"2017-11-30","IV60110396","ร้าน แสงสยามซัพพลาย","154/1,154/2 ถ.สุขุมวิท","34,000.00"
"2017-11-30","IV60110393","บริษัท จ.ประดิษฐ์","245 ถ.สุวรรณศร","35,000.00"
"2017-11-30","IV60110391","ร้าน แสงใหม่การไฟฟ้า","9 ถ.วุฒากาศ","16,878.00"
"2017-11-30","CT6011264","ร้าน ส.พนมมาศการไฟฟ้า..","709 ถ.พหลโยธิน","6,420.00"
"2017-11-30","CT6011263","บริษัท วินน์ เอสเตท จำกัด","157/36 อารีย์สัมพันธ์ 2 พหลโยธิน 5","3,932.50"
"2017-11-30","CT6011262","บริษัท มัลติ อิเล็คทริค จำกัด","66/105-106 หมู่ 4","13,770.90"
"2017-11-29","IV60110381","ร้าน พี เอส ไลท์ติ้ง","129/132-133 ม.4 ถ.เพชรเกษม","10,430.00"
"2017-11-29","IV60110380","บริษัท อาร์.พี เทคโนโลยี ซัพพลาย จำกัด"," 96/23 หมู่.8","25,250.00"
"2017-11-29","IV60110379","หจก. 76การไฟฟ้า","115/5-6 ม.8","9,040.00"
"2017-11-29","IV60110377","ร้าน ประเสริฐวัสดุภัณฑ์","319/8-9  ถ.สุวรรณศร","10,960.00"
"2017-11-29","IV60110374","ร้าน ศรีผ่องอิเล็คทรอนิคส์","316/13 ถนนหฤทัยรมย์","81,940.00"
"2017-11-29","IV60110373","บริษัท โฮมทองจำกัด","332 ม.2 ต.สระกรวด อ.ศรีเทพ จ.เพชรบูรณ์ 67000","5,004.00"
"2017-11-29","IV60110372","ร้าน แหลมทองการไฟฟ้า","47 ม.12","11,540.00"
"2017-11-29","IV60110371","ร้าน กิติชัยพาณิชย์","109/20 หมู่ 3","3,960.00"
"2017-11-29","IV60110370","ร้าน ศิริเจริญการไฟฟ้า-การยนต์","62  ม.1 ถ.มาลัยแมน","14,000.00"
"2017-11-29","IV60110378","ร้าน ปกูลทรัพย์ ฮาดแวร์","68/46-47 ม.1","14,200.00"
"2017-11-29","IV60110376","ร้าน ไพศาลการไฟฟ้า","37/1 ถ.บำรุงบุรี","50,320.00"
"2017-11-29","IV60110375","ร้าน สินไพศาลฮาร์ดแวร์","71-3 หมู่ 1 ถนนนิวาสวัฒนกิจ","23,160.00"
"2017-11-29","IV60110369","ร้าน ศรีเทพก่อสร้าง","39/1 ม.5","6,938.00"
"2017-11-29","CT6012259","นิติบุคคลหมู่บ้านบุราสิริ สนามบินนำ       ","134/310 ถ.นนทบุรี ","4,531.45"
"2017-11-29","CT6011258","หจก. ฮัวฮะการไฟฟ้าบุรีรัมย์","48 ถ.สุนทรเทพ","9,309.00"
"2017-11-29","CT6011257","บริษัท พงษ์ไทยพานิช จำกัด","455 หมู่ 1  ","2,519.85"
"2017-11-28","IV60110368","บริษัท วังทองไลท์ติ้งซัพพลาย   จำกัด","801/31 ม.8 ถ.พหลโยธิน","7,040.00"
"2017-11-28","IV60110367","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","21,600.00"
"2017-11-28","IV60110366","หจก. บุญทวีวัสดุ","141/2 ม.1","7,920.00"
"2017-11-28","IV60110365","ร้าน อุดมโชค","280-284 ถ.ศรีเทพ","13,000.00"
"2017-11-28","IV60110364","ร้าน ส.อุดมสุข","379/240-241 หมู่10","3,960.00"
"2017-11-28","IV60110363","ร้าน ปงชัยการไฟฟ้า(02)","544 ม.1","4,434.00"
"2017-11-28","IV60110362","ร้าน พูลเจริญ","32/2  ม.2","16,280.00"
"2017-11-28","IV60110361","บริษัท ซีซีเอสไออินเตอร์เทรด จำกัด","381 ซ.เดชอุดม 14","1,050.00"
"2017-11-28","IV60110360","ร้าน พรวัฒนาการไฟฟ้า","415 ถนนสรรพสิทธิ์","29,580.00"
"2017-11-28","IV60110359","ร้าน พรเจริญฮาร์ดแวร์","343 ถนนสวนผัก ","5,761.80"
"2017-11-28","IV60110357","ร้าน แสงเสียงการไฟฟ้า","31/38-39 ","16,572.00"
"2017-11-28","IV60110356","ร้าน อุดมธรรมอีเล็คทริค","80/5-6 ถนนชัยสุนทร","6,000.00"
"2017-11-28","IV60110354","ร้าน พรชัย","57 ม.18 ถนนเดช-บุณฑริก","22,000.00"
"2017-11-28","IV60110353","บริษัท เมืองเลยบิ๊กโฮม","11/2 ถ.เลย-เชียงคาน","8,000.00"
"2017-11-28","IV60110352","ร้าน กระบี่การไฟฟ้าและประปา","36/5-6 ถ.ศรีพังงา","12,440.00"
"2017-11-28","IV60110351","บริษัท เมืองไทยเอาท์เล็ท จำกัด","299 หมู่4","92,085.00"
"2017-11-28","IV60110358","นางสาว ศรีอำพร พันธ์ศรี","157 ม.3 ซ.ฝรี่ง","32,560.00"
"2017-11-28","IV60110355","ร้าน ร่ำรวย เคหะภัณฑ์","888/9 หมู่ 4","9,991.00"
"2017-11-28","CT6011253","บริษัท พาวเวอร์ ไลน์ อิเลคทริค จำกัด","138/174 ม.3","11,684.40"
"2017-11-27","IV60110350","ร้าน ชะอำเซ็นทรัลไล้ท์"," 598/1 ถ.เพชรเกษม","5,622.00"
"2017-11-27","IV60110349","ร้าน โชว์รูมเมืองทอง 2","57/70 หมู่ 6","35,700.00"
"2017-11-27","IV60110348","ร้าน เนาวรัตน์การไฟฟ้า","439 ถ.พหลโยธิน","20,082.00"
"2017-11-27","IV60110347","หจก. อมรชัย คอมเพล็ก","95 ม.5","29,250.00"
"2017-11-27","IV60110346","ร้าน ส.ไฟฟ้า","72 ถ.เทศบาล 3","5,940.00"
"2017-11-27","IV60110343","คุณ เริงฤทธิ์ ตรีศิริลาภ","3905/47 ซ.เจริญภาษฎร 7 แยก23 ถ.พระราม3","8,943.40"
"2017-11-27","IV60110342","ร้าน สหไฟฟ้า","1510/45 ถ.กวงเฮง","34,140.00"
"2017-11-27","IV60110341","ห้างหุ้นส่วนจำกัด ถาวรการค้า","24/16 ซ.หมู่บ้านเขาน้อย ","15,690.00"
"2017-11-27","IV60110340","ร้าน พงษ์สิทธิ์ เทคนิคอล","207/48 ม.2","8,700.00"
"2017-11-27","IV60110338","ร้าน เกษมพานิช","707 ม.1","2,880.00"
"2017-11-27","IV60110336","ร้าน ส.ไฟฟ้า","72 ถ.เทศบาล 3","10,396.00"
"2017-11-27","IV60110335","หจก. อมรชัย คอมเพล็ก","95 ม.5","8,030.00"
"2017-11-27","IV60110334","ร้าน คณะบุคคลไล้ท์เฮ้าส์","242-247 ม.2","13,720.00"
"2017-11-27","IV60110333","ร้าน ไพบูลย์ฮาร์ดแวร์","111/10 ม.5 ถ.พุทธมณฑลสาย4","3,340.00"
"2017-11-27","IV60110332","ร้าน โพธิ์ไทรเทคนิค","179 ม.2","17,884.00"
"2017-11-27","IV60110331","ร้าน แหลมทองการไฟฟ้า","47 ม.12","39,660.00"
"2017-11-27","IV60110330","ร้าน วิฑูรย์โทรทัศน์","1/2 หมู่ 3","5,760.00"
"2017-11-27","IV60110329","ร้าน ชะอำเซ็นทรัลไล้ท์"," 598/1 ถ.เพชรเกษม","12,320.00"
"2017-11-27","IV60110345","ร้าน มณฑลทองเทรดดิ้ง","236/37 ม.4 ถ.อำเภอ","53,592.00"
"2017-11-27","IV60110344","ร้าน วุฒิชัยการไฟฟ้า","26/3 ม.10 ถ.โคก","19,640.00"
"2017-11-27","IV60110339","ร้าน แสงรุ่งเรืองการไฟฟ้า","36-38 ถ.ชยางกูร","41,000.00"
"2017-11-27","IV60110337","หจก. โคกกรวดค้าไม้","111 ม.3","25,854.00"
"2017-11-25","IV60110328","หจก. สุขเกษม เอ็นจิเนียริ่ง แอนด์ ซัพพลาย","64/100 หมู่.12 ถ.เทพประสิทธิ์  ","9,120.00"
"2017-11-25","IV60110327","ร้าน ธนภรณ์การไฟฟ้า","465 ม.2","23,500.00"
"2017-11-25","IV60110325","คุณ ธิวัตร มีมโน","ราชบุรี","6,435.00"
"2017-11-25","IV60110324","ร้าน พลอยแสงไลท์ติ้งเฮาส์","22/1-2 ถ.เทศบาล 2","39,750.00"
"2017-11-25","IV60110322","ร้าน ก่อเกียรติ","16,18,20 ถ.นครกิจบำรุง","3,960.00"
"2017-11-25","IV60110321","ร้าน ธนทรัพย์การไฟฟ้า","42  ถ.เดชา","3,960.00"
"2017-11-25","IV60110319","ร้าน ขอนแก่นการไฟฟ้า","1/6 ถ.รื่นจิตร","38,520.00"
"2017-11-25","IV60110318","ร้าน ศรีลำไพรการไฟฟ้า เวียงจันทร์","( ร้านแม่นาง ตลาดบ้านหนองด้วง)","36,036.00"
"2017-11-25","IV60110317","ร้าน คลังไฟฟ้า (เชียงใหม่)","52/54 ถ.วัวลาย","151,200.00"
"2017-11-25","IV60110316","ร้าน โปร-เวิร์ค รีเทล","เลขที่ 2 บางบอน 4 ซอย.8","36,360.00"
"2017-11-25","IV60110315","ร้าน คงสิริการไฟฟ้า","59 ถ.จอมพล","5,085.00"
"2017-11-25","IV60110313","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","8,280.00"
"2017-11-25","IV60110326","หจก. ที.ไอ อิเล็คทริค","177/32 หมู่ 2","78,000.00"
"2017-11-25","IV60110323","ร้าน มณฑลทองเทรดดิ้ง","236/37 ม.4 ถ.อำเภอ","4,320.00"
"2017-11-25","IV60110320","ร้าน เชียงน้อยการไฟฟ้า เวียงจันทร์","ตลาดบ้านโพนชัย","75,420.00"
"2017-11-25","CT6011230","หจก. สุขเกษม เอ็นจิเนียริ่ง แอนด์ ซัพพลาย","64/100 หมู่.12 ถ.เทพประสิทธิ์  ","2,439.60"
"2017-11-25","CT6011221","บริษัท น้ำล้อมการไฟฟ้า จำกัด","147-149 ถ.ทิพย์วรรณ","8,859.60"
"2017-11-25","CT6011220","ห้างหุ้นส่วนจำกัด เชียงรายแสงธรรม","141/1 หมู่ 12","34,924.80"
"2017-11-24","IV60110312","ร้าน โกไข่การไฟฟ้า","303-305 ถ.เปรมจิต-สุราพัน","23,500.00"
"2017-11-24","IV60110309","ร้าน พิพัฒน์การไฟฟ้า","315/317 ถ.ผดุงพานิชย์","46,080.00"
"2017-11-24","IV60110308","หจก. นครพิงค์สวิทช์บอร์ด","226 หมู่2 ถ.วงแหวนรอบกลาง","43,275.00"
"2017-11-24","IV60110306","ร้าน จักรพันธ์ตรังไฟฟ้า","22-24 ถ.กันตรัง","1,900.00"
"2017-11-24","IV60110304","ร้าน ช.โคมทอง","151 ม.8","4,670.00"
"2017-11-24","IV60110311","บริษัท เอ็ม.อี.สปิริต จำกัด","55/5 ซ.สุขุมวิท 56 ถ.สุขุมวิท แขวงบางจาก ","13,968.00"
"2017-11-24","IV60110310","บริษัท เอ็ม.อี.สปิริต จำกัด","55/5 ซ.สุขุมวิท 56 ถ.สุขุมวิท แขวงบางจาก ","12,400.00"
"2017-11-24","IV60110307","ร้าน นางคำหล้าการไฟฟ้า  เวียงจันทร์","สี่แยกไฟแดงตลาดทิงขัมคำ เยื้องศูนย์ โตโยต้า","16,800.00"
"2017-11-24","IV60110305","ร้าน ป.สว่างแสงฟ้า","88 ถ.หนองจิก","16,280.00"
"2017-11-24","CT6011209","บริษัท เฮ้าส์แอนด์โฮม ภูเก็ต จำกัด","88/8 หมู่ 2","49,434.00"
"2017-11-24","CT6011208","หจก. สุขเกษม เอ็นจิเนียริ่ง แอนด์ ซัพพลาย","64/100 หมู่.12 ถ.เทพประสิทธิ์  ","1,926.00"
"2017-11-23","IV60110302","ร้าน ธิชาการไฟฟ้า","489/5 ม.1","3,072.00"
"2017-11-23","IV60110301","ร้าน ปณิตาการไฟฟ้า","35/6-7 ถ.เทพาพัฒนา","3,972.00"
"2017-11-23","IV60110300","คุณ ธิวัตร มีมโน","ราชบุรี","7,955.00"
"2017-11-23","IV60110298","ร้าน ทุ่งทองอุปกรณ์ก่อสร้าง","94/27 ม.7 ถ.วิชิตสงคราม","4,062.00"
"2017-11-23","IV60110297","บริษัท กระบี่สหภัณฑ์ จำกัด","27 ถนนศรีพังงา","6,080.00"
"2017-11-23","IV60110296","ร้าน ปกูลทรัพย์ ฮาดแวร์","68/46-47 ม.1","4,400.00"
"2017-11-23","IV60110295","ร้าน แอทโฮม","204","5,225.00"
"2017-11-23","IV60110294","ร้าน เนาวรัตน์การไฟฟ้า","439 ถ.พหลโยธิน","9,890.00"
"2017-11-23","IV60110292","ร้าน น้ำโสมการไฟฟ้า","179 ม.1","1,400.00"
"2017-11-23","IV60110303","ร้าน แสงไทยวิทยุ","192-193 ถ.ราชนิกูล","40,450.00"
"2017-11-23","IV60110299","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","22,882.00"
"2017-11-23","IV60110293","ร้าน คลังไฟฟ้า (เชียงใหม่)","52/54 ถ.วัวลาย","15,600.00"
"2017-11-22","IV60110290","บริษัท เคทีอิเลคทริค จำกัด (ขอนแก่น)","888 ม.1","73,200.00"
"2017-11-22","IV60110289","ร้าน ท่าม่วงราดิโอ","75/15 ถ.แสงชูโตโต้","6,754.00"
"2017-11-22","IV60110287","ร้าน วีเจ การไฟฟ้า","93/14 ม.5","10,110.00"
"2017-11-22","IV60110286","หจก. คงสิน ซูเปอร์มาร์ท","164/13-14 ถ.โนนสูง-มิตรภาพ","10,200.00"
"2017-11-22","IV60110284","ร้าน วิรัชการไฟฟ้า"," 1/11 หมู่ 7 ถ.เพชรเกษม","3,770.00"
"2017-11-22","IV60110283","ร้าน ศิริเจริญการไฟฟ้า-การยนต์","62  ม.1 ถ.มาลัยแมน","32,442.00"
"2017-11-22","IV60110291","ร้าน ฮะเฮงหลี ","66  ม.1 ถ.ราษฎร์บำรุง","57,036.00"
"2017-11-22","IV60110288","ร้าน เซเว่นไลท์ติ้ง","26/2-3 ถ.ศรีนครินทร์","6,840.00"
"2017-11-22","IV60110285","ร้าน เอ็ม.ซี การไฟฟ้า","11 ถนนร่วมใจ","7,000.00"
"2017-11-22","IV60110282","บริษัท เดอะ แซ็งทูรี สปา จำกัด","80 ม.2","26,484.00"
"2017-11-22","CT6011198","บริษัท เขาหลักโกลเด้นฮิลล์ จำกัด","1/16 หมู่ 4 ถ.เพชรเกษม","11,472.54"
"2017-11-21","IV60110281","ร้าน กันอิเลคทริค","213/16 ม.7","6,960.00"
"2017-11-21","IV60110280","ร้าน พี ซี อิเลคทริค","118/32 ม.5","3,623.30"
"2017-11-21","IV60110278","ร้าน ไทยสมผล","20-22 ถ.จรตวิถีถ่อง","4,598.00"
"2017-11-21","IV60110277","หจก. นครพิงค์สวิทช์บอร์ด","226 หมู่2 ถ.วงแหวนรอบกลาง","113,400.00"
"2017-11-21","IV60110275","หจก. 76การไฟฟ้า","115/5-6 ม.8","3,750.00"
"2017-11-21","IV60110274","ร้าน ร่ำรวย เคหะภัณฑ์","888/9 หมู่ 4","19,788.00"
"2017-11-21","IV60110273","ร้าน เรืองชัยการไฟฟ้า","19/2 ม.6","9,680.00"
"2017-11-21","IV60110271","ร้าน คลังไฟฟ้า (เชียงใหม่)","52/54 ถ.วัวลาย","8,400.00"
"2017-11-21","IV60110270","หจก. จ.พาวเวอร์","313 ถ.ราษฎร์อุทิศ","6,268.50"
"2017-11-21","IV60110269","ร้าน อาร์-เอ็น อุปกรณ์ไฟฟ้า","333/9 ม.13 บ้านสรวรรณ","6,770.00"
"2017-11-21","IV60110267","หจก. พี.เจ อิเล็คทริค","2/3 ม.4","15,660.00"
"2017-11-21","IV60110266","ร้าน ศิวัชวัสดุภัณฑ์","197/10 ม.1 ถ.สมุทรสงคราม-บางแพง","3,465.00"
"2017-11-21","IV60110276","บริษัท เคทีอิเลคทริค จำกัด (ขอนแก่น)","888 ม.1","113,400.00"
"2017-11-21","IV60110272","ร้าน ปงชัยการไฟฟ้า(02)","544 ม.1","4,920.00"
"2017-11-21","IV60110268","ร้าน ซี ซี การไฟฟ้า","248/1 ม.1","3,132.00"
"2017-11-21","CT6011192","บริษัท พาวเวอร์ ไลน์ อิเลคทริค จำกัด","138/174 ม.3","8,902.40"
"2017-11-21","CT6011182","ร้าน ก่อเกียรติ","16,18,20 ถ.นครกิจบำรุง","18,000.00"
"2017-11-21","CT6011181","ร้าน ส.พนมมาศการไฟฟ้า..","709 ถ.พหลโยธิน","15,180.00"
"2017-11-20","CT6011150","ร้าน ธนภรณ์การไฟฟ้า","465 ม.2","16,371.00"
"2017-11-20","CT6011168","ร้าน ก่อเกียรติ","16,18,20 ถ.นครกิจบำรุง","2,675.00"
"2017-11-20","IV60110263","ร้าน ก้าวการไฟฟ้า","204/17 หมู่1","17,612.50"
"2017-11-20","IV60110262","ร้าน สหไฟฟ้า","1510/45 ถ.กวงเฮง","20,005.00"
"2017-11-20","IV60110261","ร้าน  เจริญการไฟฟ้า","251/1, ถนนบำรุงเมือง","4,470.00"
"2017-11-20","IV60110260","หจก. สัจพรการไฟฟ้า","126 ม.8 ถ.ชยางกูร ","44,380.00"
"2017-11-20","IV60110259","ร้าน อัศวินการช่าง","368 ถ.เจริญราษฎร์","9,120.00"
"2017-11-20","IV60110256","ร้าน นิวัฒน์การไฟฟ้า","9/1 หมู่1","11,265.00"
"2017-11-20","IV60110265","ร้าน มณฑลทองเทรดดิ้ง","236/37 ม.4 ถ.อำเภอ","4,860.00"
"2017-11-20","IV60110264","ร้าน ดำรงการไฟฟ้า","218/4 ถ.โชตนา","3,240.00"
"2017-11-20","IV60110258","คุณ วิจิตร รัตนะ","199/14 ม.10 ถ.ตรัง-ปะเหลียน","11,550.00"
"2017-11-20","IV60110257","ร้าน จิรภัทรการไฟฟ้า","79,21/4 ม.4","4,740.00"
"2017-11-18","IV60110254","หจก. 76การไฟฟ้า","115/5-6 ม.8","6,250.00"
"2017-11-18","IV60110253","หจก. 76การไฟฟ้า","115/5-6 ม.8","37,410.00"
"2017-11-18","IV60110252","ร้าน เค. ที  อิเล็คทริก (กทม.)","251/7 ซ.เจริญนคร60 ถ.เจริญนคร","18,880.00"
"2017-11-18","IV60110251","ร้าน ภักดีการไฟฟ้า","3/5 ถ.เจษฎาบดินทร์","7,900.00"
"2017-11-18","IV60110250","ร้าน อังกูรการไฟฟ้า","63 ม.13","16,000.00"
"2017-11-18","IV60110249","ร้าน ก่อเกียรติ","16,18,20 ถ.นครกิจบำรุง","5,000.00"
"2017-11-18","IV60110248","ร้าน ธนทรัพย์การไฟฟ้า","42  ถ.เดชา","8,604.00"
"2017-11-18","IV60110247","ร้าน อุดมการไฟฟ้า","เลขที่ 248/44 ม.1","3,600.00"
"2017-11-18","IV60110246","หจก. สุขเกษม เอ็นจิเนียริ่ง แอนด์ ซัพพลาย","64/100 หมู่.12 ถ.เทพประสิทธิ์  ","18,760.00"
"2017-11-18","IV60110245","ร้าน อุดมสินโลหะกิจ","70 ซ.30/1 ถ.ราษฎร์อุทิศ","18,240.00"
"2017-11-18","IV60110244","ร้าน ต้นชนะวงศ์การไฟฟ้า","49 ม.3 ถ.จะนะ-นาทวี","8,546.00"
"2017-11-18","IV60110243","ร้าน พรเจริญฮาร์ดแวร์","343 ถนนสวนผัก ","2,912.91"
"2017-11-18","IV60110255","ร้าน วงศรัตน์"," 27/3-5 หมู่ 2 ถนนชัยพรวิถี","15,040.00"
"2017-11-17","IV60110241","ร้าน แสงสงวนการไฟฟ้า","198-200 ถนนสรรพสิทธิ์","7,050.00"
"2017-11-17","IV60110239","ร้าน สนามชัยพาณิชย์","86/2 ม.2","6,606.00"
"2017-11-17","IV60110238","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","5,440.00"
"2017-11-17","IV60110237","ร้าน สุริยา ไฟฟ้า","270 ม.2","3,780.00"
"2017-11-17","IV60110236","ร้าน ธนทรัพย์การไฟฟ้า","42  ถ.เดชา","6,360.00"
"2017-11-17","IV60110235","ร้าน ธนทรัพย์การไฟฟ้า","42  ถ.เดชา","4,950.00"
"2017-11-17","IV60110230","ร้าน ป.สว่างแสงฟ้า","88 ถ.หนองจิก","16,430.00"
"2017-11-17","IV60110233","ร้าน สงวนการไฟฟ้า","65/693-5 เอกชัย 80/1","1,750.00"
"2017-11-17","IV60110232","หจก. จ.พาวเวอร์","313 ถ.ราษฎร์อุทิศ","4,800.00"
"2017-11-17","IV60110231","ร้าน ป.สว่างแสงฟ้า","88 ถ.หนองจิก","4,125.00"
"2017-11-17","CT6011142","หจก. สุขเกษม เอ็นจิเนียริ่ง แอนด์ ซัพพลาย","64/100 หมู่.12 ถ.เทพประสิทธิ์  ","5,264.40"
"2017-11-17","IV60110229","หจก. บุญทวีวัสดุ","141/2 ม.1","11,577.00"
"2017-11-17","IV60110227","ร้าน เมืองทองการไฟฟ้า","126/2 ถ.นางพิมพ์","5,280.00"
"2017-11-17","IV60110226","ร้าน แสงสุรินทร์การไฟฟ้า","40/1 ถนนหลักเมือง","32,100.00"
"2017-11-17","IV60110224","ร้าน เรือนทองการไฟฟ้า","โชว์รูม 78-80 ถนนธนสาร","27,400.00"
"2017-11-17","IV60110223","ร้าน ทวีศักดิ์การไฟฟ้า","405 ถ.โชคชัย-เดชอุดม","18,000.00"
"2017-11-17","IV60110221","ร้าน มณฑลทองเทรดดิ้ง","236/37 ม.4 ถ.อำเภอ","5,850.00"
"2017-11-17","IV60110220","ร้าน แสงใหม่การไฟฟ้า","9 ถ.วุฒากาศ","42,864.30"
"2017-11-17","IV60110242","ร้าน แสงบุรีรัมย์การไฟฟ้า","142/14-19 ถนนนิวาส","28,500.00"
"2017-11-17","IV60110240","ร้าน อุดมธรรมอีเล็คทริค","80/5-6 ถนนชัยสุนทร","6,500.00"
"2017-11-17","IV60110234","ร้าน ถวิลท้าวรอม","463 ม.1","4,983.00"
"2017-11-17","IV60110228","หจก. ยิ่งเจริญพาณิชย์ปากช่อง","680/1 ถนนมิตรภาพ","18,260.00"
"2017-11-17","IV60110225","หจก. ยิ่งเจริญพาณิชย์ปากช่อง","680/1 ถนนมิตรภาพ","58,680.00"
"2017-11-17","IV60110222","ร้าน แสงรุ่งเรืองการไฟฟ้า","36-38 ถ.ชยางกูร","60,600.00"
"2017-11-16","IV60110219","หจก. โคกกรวดค้าไม้","111 ม.3","22,164.00"
"2017-11-16","IV60110218","ร้าน ปทุมราชเทคนิค","16 ม.3","7,500.00"
"2017-11-16","IV60110217","ร้าน วิฑูรย์โทรทัศน์","1/2 หมู่ 3","10,324.00"
"2017-11-16","IV60110215","ร้าน รัตน์การไฟฟ้า","111/7 ม.9 ต.พิชัย อ.เมือง จ.ลำปาง","7,500.00"
"2017-11-16","IV60110214","บริษัท ไลท์แมกซ์(ประเทศไทย) จำกัด","99/1 ม.7","15,150.00"
"2017-11-16","IV60110213","หจก. แสงทองโทรทัศน์","321 ม.1","30,080.00"
"2017-11-16","IV60110212","ร้าน ธนภรณ์การไฟฟ้า","465 ม.2","7,440.00"
"2017-11-16","IV60110211","บริษัท ที เค โฮมเพ้นท์ แอนด์ฮาร์ดแวร์ จำกัด","208/2,208/3 ถ.3079 ม.8","24,760.00"
"2017-11-16","IV60110210","บริษัท โฮมทองจำกัด","332 ม.2 ต.สระกรวด อ.ศรีเทพ จ.เพชรบูรณ์ 67000","3,000.00"
"2017-11-16","IV60110209","ร้าน เจียวพานิช  ","381  ถ.ฉัตรไชย  ","7,800.00"
"2017-11-16","IV60110208","ร้าน ขอนแก่นการไฟฟ้า","1/6 ถ.รื่นจิตร","3,500.00"
"2017-11-16","IV60110206","ร้าน ทวีศักดิ์การไฟฟ้า","405 ถ.โชคชัย-เดชอุดม","32,580.00"
