"วันที่ลงบันทึก","เลขที่","ชื่อ","ที่อยู่","ยอดเงิน"
"2017-09-11","IV60090131","ร้าน  ศิริวัฒน์การไฟฟ้า"," 222 ม.6 บ้านใหม่สามัคคี","7,372.00"
"2017-09-11","IV60090130","บริษัท เสริมบุญ เอ็นจิเนียริ่ง (1994) จำกัด","117 ม.13 ถ.สุขสวัสดิ์","12,000.00"
"2017-09-11","IV60090129","ร้าน คลังไฟฟ้า","52/54 ถ.วัวลาย","15,600.00"
"2017-09-11","IV60090128","ร้าน แสงเสียงการไฟฟ้า","31/38-39 ","23,340.00"
"2017-09-11","IV60090126","ร้าน โชคอนันท์","24/4 หมู่10","3,820.00"
"2017-09-11","IV60090124","ร้าน ศิริชัย","185/11 ม.3","6,038.00"
"2017-09-11","IV60090125","ร้าน มาลาสี ซิสเต็ม","27/1 ม.8","750"
"2017-09-11","IV60090123","ร้าน มาลาสี ซิสเต็ม","27/1 ม.8","12,100.00"
"2017-09-11","IV60090122","ร้าน ปณิตาการไฟฟ้า","35/6-7 ถ.เทพาพัฒนา","3,680.00"
"2017-09-11","IV60090121","ร้าน บ้านไฟฟ้า","225 ม.3","7,656.00"
"2017-09-11","IV60090127","ร้าน วีอาร์ เทรดดิ้ง","54 ม.6 ต.ท่าแซะ อ.ท่าแซะ จ.ชุมพร","25,200.00"
"2017-09-11","CT6009113","หจก. พี.เจ อิเล็คทริค","2/3 ม.4","3,852.00"
"2017-09-09","IV60090120","ร้าน ถวิลท้าวรอม","463 ม.1","6,300.00"
"2017-09-09","IV60090117","หจก. อมรชัย คอมเพล็ก","95 ม.5","13,520.00"
"2017-09-09","IV60090116","บริษัท ไลท์แมกซ์(ประเทศไทย) จำกัด","99/1 ม.7","3,223.00"
"2017-09-09","IV60090115","ร้าน สิทธิมงคล (กิจมงคล)","เลขที่ 39,41 ถ.แก้วพิจิตร","2,950.00"
"2017-09-09","IV60090114","ร้าน เนาวรัตน์การไฟฟ้า","439 ถ.พหลโยธิน","20,625.00"
"2017-09-09","CT6009100","บริษัท  เอสอาร์ซุปเปอร์มาร์ท จำกัด","362/13-14 ถ.เพชรเจริญ","28,800.00"
"2017-09-09","IV60090113","ร้าน ทรัพย์ถาวรการไฟฟ้า","555/1 ม.3 ","5,940.00"
"2017-09-09","IV60090112","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","4,320.00"
"2017-09-09","IV60090111","ร้าน รุ่งเรืองการไฟฟ้า","1401 ม.1","8,550.00"
"2017-09-09","IV60090110","ร้าน พลอยแสงไลท์ติ้งเฮาส์","22/1-2 ถ.เทศบาล 2","33,100.00"
"2017-09-09","IV60090109","ร้าน คงสิริการไฟฟ้า","59 ถ.จอมพล","43,240.00"
"2017-09-09","IV60090119","ร้าน เมืองไทยอิเล็คโทรนิคส์","169 ถ.ราชการดำเนิน","90,520.00"
"2017-09-09","IV60090118","ร้าน ธนาพรอุปกรณ์","34/3 ม10","5,280.00"
"2017-09-09","CT6009110","บริษัท บิ๊กล็อต โฮมโปรดักส์ จำกัด","399/7 หมู่ที่ 2 ซอยบ้านหนองตุ","28,964.90"
"2017-09-09","CT6009099","ห้างหุ้นส่วนจำกัด เพชรนิมิตคอนกรีต","235-235/1-6 ม.6","7,021.34"
"2017-09-08","IV60090108","ร้าน คณะบุคคลไล้ท์เฮ้าส์","242-247 ม.2","7,500.00"
"2017-09-08","IV60090107","ร้าน แอทโฮม","204","2,860.00"
"2017-09-08","IV60090106","บริษัท เอสที สื่อสารการไฟฟ้า จำกัด","896,898,900 ถ.เพชรเกษม","16,092.00"
"2017-09-08","IV60090105","หจก. บุญทวีวัสดุ","141/2 ม.1","12,680.00"
"2017-09-08","IV60090104","บริษัท พีพี ฮาร์ดแวร์ จำกัด","99/90 ม.4","6,840.00"
"2017-09-08","IV60090101","ร้าน ฟ้าสยามทุ่งสง","159/23 ม.8","4,040.00"
"2017-09-08","IV60090100","ร้าน วุฒิชัยการไฟฟ้า","26/3 ม.10 ถ.โคก","18,240.00"
"2017-09-08","CT6009083","หจก. สุขเกษม เอ็นจิเนียริ่ง แอนด์ ซัพพลาย","64/100 หมู่.12 ถ.เทพประสิทธิ์  ","31,083.50"
"2017-09-08","IV60090099","ร้าน พูลเจริญ","32/2  ม.2","14,925.00"
"2017-09-08","IV60090098","หจก. สุขเกษม เอ็นจิเนียริ่ง แอนด์ ซัพพลาย","64/100 หมู่.12 ถ.เทพประสิทธิ์  ","18,990.00"
"2017-09-08","IV60090097","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","7,352.00"
"2017-09-08","IV60090096","บริษัท ไลท์-เฮาส์ อิเล็คทริค เอ็นจิเนียร์ริ่ง จำกัด","51/27 ม.5","9,130.00"
"2017-09-08","IV60090103","ร้าน สวิสซ์ออนอิเลคทริค","148 ถ.พระบารมี","10,780.00"
"2017-09-08","IV60090102","ร้าน สวิสซ์ออนอิเลคทริค","148 ถ.พระบารมี","8,800.00"
"2017-09-08","IV60090095","ร้าน จักรพันธ์ตรังไฟฟ้า","22-24 ถ.กันตรัง","22,715.00"
"2017-09-07","IV60090094","ร้าน ซ้งการไฟฟ้า(ลูกชายแสงสวัสดิ์)","391/7 ม.10","23,442.00"
"2017-09-07","IV60090092","บริษัท เคทีอิเลคทริค จำกัด","888 ม.1","86,980.00"
"2017-09-07","IV60090090","ร้าน อังกูรการไฟฟ้า","63 ม.13","15,200.00"
"2017-09-07","IV60090088","ร้าน บางปะหัน ศุภภัณฑ์","44/12 หมู่5","7,920.00"
"2017-09-07","IV60090083","บริษัท โฮมทองจำกัด","332 ม.2 ต.สระกรวด อ.ศรีเทพ จ.เพชรบูรณ์ 67000","20,360.00"
"2017-09-07","IV60090087","ร้าน  คลังไฟฟ้า  ","32/23 ถ.สนามกีฬา ","5,760.00"
"2017-09-07","IV60090086","ร้าน นายฮั่นการไฟฟ้า","259 ม.5","10,950.00"
"2017-09-07","IV60090085","ร้าน พฤษภาพานิช","9/99 ม.1 ถ.หนองชาก-พนัส","3,820.00"
"2017-09-07","IV60090084","ร้าน ศรีเทพก่อสร้าง","39/1 ม.5","5,000.00"
"2017-09-07","IV60090093","ร้าน ทรัพย์ทวีอะไหล่","135/9 ม.2 ","3,300.00"
"2017-09-07","IV60090091","บริษัท เสริมบุญ เอ็นจิเนียริ่ง (1994) จำกัด","117 ม.13 ถ.สุขสวัสดิ์","1,150.00"
"2017-09-07","IV60090089","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","9,003.50"
"2017-09-07","CT6009082","บริษัท เค.ที.อาร์.ซัพพลายแอนด์เซอร์วิส จำกัด ","223/1-2 ถ.วิเศษกุล ","7,975.00"
"2017-09-06","IV60090081","ร้าน มหเกรียงไกร","90/12 ม.1 ถ.บ้านบึง-ชลบุรีกม.9","770"
"2017-09-06","IV60090080","ร้าน คุณากร","439 ม.1 ถ.ประชาชื่น","7,440.00"
"2017-09-06","IV60090079","ร้าน กนกพลการไฟฟ้า","241/2 ม.2","2,750.00"
"2017-09-06","IV60090078","ร้าน วีเจ การไฟฟ้า","93/14 ม.5","7,020.00"
"2017-09-06","IV60090077","ร้าน จีโนลฮาร์แวร์","25/6 ม.10","5,160.00"
"2017-09-06","IV60090076","บริษัท เสริมบุญ เอ็นจิเนียริ่ง (1994) จำกัด","117 ม.13 ถ.สุขสวัสดิ์","8,700.00"
"2017-09-06","IV60090075","ร้าน มหเกรียงไกร","90/12 ม.1 ถ.บ้านบึง-ชลบุรีกม.9","4,995.00"
"2017-09-06","IV60090074","หจก.สุวรรณพงศ์ค้าวัสดุก่อสร้าง(2002) ","87/1 หมู่ 8 ถ.มิตรภาพ  ","8,280.00"
"2017-09-06","CT6009081","ห้างหุ้นส่วนจำกัด เชียงรายแสงธรรม","141/1 หมู่ 12","47,187.00"
"2017-09-06","IV60090072","ร้าน วีอาร์ เทรดดิ้ง","54 ม.6 ต.ท่าแซะ อ.ท่าแซะ จ.ชุมพร","28,575.00"
"2017-09-06","IV60090071","ร้าน สุวิทย์การไฟฟ้าราชพฤกษ์","86 หมู่2 ถ.ราชพฤกษ์","14,744.00"
"2017-09-06","IV60090070","ร้าน พงศ์ไทยพาณิชย์","455 หมู่1 ถ.พหลโยธิน","5,230.00"
"2017-09-06","IV60090069","ร้าน โตการไฟฟ้า","31 ม.9","11,180.00"
"2017-09-06","IV60090068","ร้าน ไฟฟ้าสองนคร","101/8 ม.2","2,994.00"
"2017-09-06","IV60090066","หจก. ธนาการไฟฟ้า","101/26 ถ.รัษฎา","8,436.50"
"2017-09-06","IV60090065","ร้าน วีกิจการไฟฟ้า","180/1-2 ถ.ธนูประสิทธิ์","5,280.00"
"2017-09-06","IV60090064","ร้าน ปูเป้การไฟฟ้า","13-17 บ้านต้นโชคหนองตอง","26,880.00"
"2017-09-06","IV60090082","ร้าน แสงใหม่การไฟฟ้า","9 ถ.วุฒากาศ","4,219.50"
"2017-09-06","IV60090073","ร้าน บดิทร์ฮาร์ดแวร์","1211,1213 ซ.ลาดพร้าว 94(ปัญจมิตร) ถนนลาดพร้าว","22,873.18"
"2017-09-06","IV60090067","ร้าน มณฑลทองเทรดดิ้ง","236/37 ม.4 ถ.อำเภอ","28,890.00"
"2017-09-06","CT6009044","บริษัท เอเชีย ธนสิน จำกัด","24/81 ซอยวิภาวดีรังสิต 37 ถนนวิภาวดีรังสิต","18,952.05"
"2017-09-05","IV60090063","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","5,149.50"
"2017-09-05","IV60090062","ร้าน อาร์-เอ็น อุปกรณ์ไฟฟ้า","333/9 ม.13 บ้านสรวรรณ","3,150.00"
"2017-09-05","IV60090060","ร้าน อุดมโชค","217 ถ.บำรุงเมือง","34,000.00"
"2017-09-05","IV60090059","ร้าน เรือนทองการไฟฟ้า","โชว์รูม 78-80 ถนนธนสาร","10,500.00"
"2017-09-05","IV60090056","ร้าน อุดมการไฟฟ้า","เลขที่ 248/44 ม.1","3,900.00"
"2017-09-05","IV60090057","หจก. จ.พาวเวอร์","313 ถ.ราษฎร์อุทิศ","13,220.00"
"2017-09-05","IV60090055","ร้าน เกรียงไกรวัสดุภัณฑ์ ","14/7 ม.2 ถ.เพชรเกษม","7,213.00"
"2017-09-05","IV60090054","ร้าน เกษมพานิช","707 ม.1","6,100.00"
"2017-09-05","IV6008315","ร้าน เนาวรัตน์การไฟฟ้า","439 ถ.พหลโยธิน","18,590.00"
"2017-09-05","IV6008324","ร้าน วีกิจการไฟฟ้า","180/1-2 ถ.ธนูประสิทธิ์","16,280.00"
"2017-09-05","IV6008309","บริษัท ศรีวรรญามหานคร","7/8 ม.6 ถ.เชื่อมสัมพันธ์","3,960.00"
"2017-09-05","IV6008307","ร้าน ไพบูลย์ฮาร์ดแวร์","111/10 ม.5 ถ.พุทธมณฑลสาย4","3,228.00"
"2017-09-05","IV60090061","ร้าน กนกพลการไฟฟ้า","241/2 ม.2","91,620.00"
"2017-09-05","IV60090058","ร้าน แสงไฟฟ้า","30/3 หมู่.3","8,100.00"
